Assessment,Type,Country,Region,Date,Status,Availability,"PEFA check",Framework,Language,"Lead Agencies","Link to Content"
"Rwanda 8 Sub-National 2022",Subnational,,"Sub-Saharan Africa",,Planned,Non-public,,"2021 SNG Framework",English,Government,https://www.pefa.org/node/5161
"Rwanda 8 Sub-national Assessments GRPFM 2022 /Gender Annex/",Subnational,Rwanda,"Sub-Saharan Africa",,Planned,Non-public,,"Gender Framework",English,Government,https://www.pefa.org/node/5163
"Rwanda Bugesera District 2017",Subnational,Rwanda,"Sub-Saharan Africa",2017,Final,Public,Yes,"2011 Framework",English,Government,https://www.pefa.org/node/1121
"Rwanda Gakenke District 2017",Subnational,Rwanda,"Sub-Saharan Africa",2017,Final,Public,Yes,"2011 Framework",English,Government,https://www.pefa.org/node/666
"Rwanda Kamonyi District 2017",Subnational,Rwanda,"Sub-Saharan Africa",2017,Final,Public,Yes,"2011 Framework",English,Government,https://www.pefa.org/node/661
"Rwanda Karongi District 2017",Subnational,Rwanda,"Sub-Saharan Africa",2017,Final,Public,Yes,"2011 Framework",English,Government,https://www.pefa.org/node/656
"Rwanda Kicukiro District 2017",Subnational,Rwanda,"Sub-Saharan Africa",2017,Final,Public,Yes,"2011 Framework",English,Government,https://www.pefa.org/node/651
"Rwanda Nyamagabe District 2017",Subnational,Rwanda,"Sub-Saharan Africa",2017,Final,Public,Yes,"2011 Framework",English,Government,https://www.pefa.org/node/646
"Rwanda Ruhango District 2017",Subnational,Rwanda,"Sub-Saharan Africa",2017,Final,Public,Yes,"2011 Framework",English,Government,https://www.pefa.org/node/641
"Rwanda Rulindo District 2017",Subnational,Rwanda,"Sub-Saharan Africa",2017,Final,Public,Yes,"2011 Framework",English,Government,https://www.pefa.org/node/636
"Samoa 2006",National,Samoa,"East Asia & Pacific",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2956
"Samoa 2010",National,Samoa,"East Asia & Pacific",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,Government,https://www.pefa.org/node/2556
"Samoa 2014",National,Samoa,"East Asia & Pacific",2014,Final,Public,Yes,"2011 Framework",,IMF,https://www.pefa.org/node/1186
"Samoa 2018",National,Samoa,"East Asia & Pacific",2018,Final,Non-public,None,"2016 Framework",English,"Government, IMF",https://www.pefa.org/node/236
"Samoa 2021 CRPFM",National,Samoa,"East Asia & Pacific",2021,Final,Public,Yes,,English,IMF,https://www.pefa.org/node/5015
"Sao Tome and Principe 2007",National,"Sao Tome and Principe","Sub-Saharan Africa",2007,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2996
"Sao Tome and Principe 2010",National,"Sao Tome and Principe","Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2601
"Sao Tome and Principe 2013",National,"Sao Tome and Principe","Sub-Saharan Africa",2013,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/1236
"Sao Tome and Principe 2019",National,"Sao Tome and Principe","Sub-Saharan Africa",2019,Final,Public,No,"2016 Framework",English,"EU, Government",https://www.pefa.org/node/3856
"Senegal 2007",National,Senegal,"Sub-Saharan Africa",2007,Final,Non-public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2396
"Senegal 2011",National,Senegal,"Sub-Saharan Africa",2011,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2596
"Senegal 2020",National,Senegal,"Sub-Saharan Africa",2020,Final,Public,Yes,"2016 Framework",French,EU,https://www.pefa.org/node/416
"Senegal Dakar City 2009",Subnational,Senegal,"Sub-Saharan Africa",2009,Final,Public,"N/A (pre-2012)","2011 Framework",,"MFA France",https://www.pefa.org/node/2781
"Serbia 2007",National,Serbia,"Europe & Central Asia",2007,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2901
"Serbia 2010",National,Serbia,"Europe & Central Asia",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,Government,https://www.pefa.org/node/2531
"Serbia 2015",National,Serbia,"Europe & Central Asia",2015,Final,Public,Yes,"2011 Framework",English,WB,https://www.pefa.org/node/1131
"Serbia 2021",National,Serbia,"Europe & Central Asia",2021,Final,Public,Yes,"2016 Framework",English,"WB, Government",https://www.pefa.org/node/4503
"Serbia Knjazevac Municipality 2015",Subnational,Serbia,"Europe & Central Asia",2015,Final,Public,Yes,"2011 Framework",,SECO,https://www.pefa.org/node/1011
"Serbia Knjazevac Municipality 2020",Subnational,Serbia,"Europe & Central Asia",2020,Final,Public,Yes,"2016 Framework",English,"Government, SECO",https://www.pefa.org/node/4498
"Serbia Osecina Municipality 2015",Subnational,Serbia,"Europe & Central Asia",2015,Final,Public,Yes,"2011 Framework",,SECO,https://www.pefa.org/node/1006
"Serbia Osecina Municipality 2020",Subnational,Serbia,"Europe & Central Asia",2020,Final,Public,Yes,"2016 Framework",English,"Government, SECO",https://www.pefa.org/node/3696
"Serbia Paracin Municipality 2015",Subnational,Serbia,"Europe & Central Asia",2015,Final,Public,Yes,"2011 Framework",,SECO,https://www.pefa.org/node/1001
"Serbia Paracin Municipality 2020",Subnational,Serbia,"Europe & Central Asia",2020,Final,Public,Yes,"2016 Framework",English,"SECO, Government",https://www.pefa.org/node/4497
"Serbia SM Municipality 2015",Subnational,Serbia,"Europe & Central Asia",2015,Final,Public,Yes,"2011 Framework",,SECO,https://www.pefa.org/node/996
"Serbia Sremska Mitovica Municiplaity 2020",Subnational,Serbia,"Europe & Central Asia",2020,Final,Public,Yes,"2016 Framework",English,"SECO, Government",https://www.pefa.org/node/4346
"Serbia Uzice Municipality 2015",Subnational,Serbia,"Europe & Central Asia",2015,Final,Public,Yes,"2011 Framework",,SECO,https://www.pefa.org/node/991
"Serbia Uzice Municipality 2020",Subnational,Serbia,"Europe & Central Asia",2020,Final,Public,Yes,"2016 Framework",English,"SECO, Government",https://www.pefa.org/node/4366
"Serbia Vranje Municipality 2015",Subnational,Serbia,"Europe & Central Asia",2015,Final,Public,Yes,"2011 Framework",,SECO,https://www.pefa.org/node/986
"Serbia Vranje Municipality 2020",Subnational,Serbia,"Europe & Central Asia",2020,Final,Public,Yes,"2016 Framework",English,"SECO, Government",https://www.pefa.org/node/176
"Seychelles 2009",National,Seychelles,"Sub-Saharan Africa",2009,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2391
"Seychelles 2011",National,Seychelles,"Sub-Saharan Africa",2011,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2591
"Seychelles 2017",National,Seychelles,"Sub-Saharan Africa",2017,Final,Public,Yes,"2016 Framework",English,EU,https://www.pefa.org/node/671
"Sierra Leone 2007",National,"Sierra Leone","Sub-Saharan Africa",2007,Final,Public,"N/A (pre-2012)","2011 Framework",,DFID,https://www.pefa.org/node/2991
"Sierra Leone 2010",National,"Sierra Leone","Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,DFID,https://www.pefa.org/node/2586
"Sierra Leone 2014",National,"Sierra Leone","Sub-Saharan Africa",2014,Final,Public,No,"2011 Framework",,DFID,https://www.pefa.org/node/1271
"Sierra Leone 2018",National,"Sierra Leone","Sub-Saharan Africa",2018,Final,Public,Yes,"2016 Framework",English,"DFID, EU, Government",https://www.pefa.org/node/411
"Sierra Leone 2022",National,"Sierra Leone","Sub-Saharan Africa",2022,Final,Public,Yes,"2016 Framework",English,"EU, Government",https://www.pefa.org/node/5185
"Sierra Leone Bo City Council 2010",Subnational,"Sierra Leone","Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,DFID,https://www.pefa.org/node/2636
"Sierra Leone Freetown City Council 2010",Subnational,"Sierra Leone","Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,DFID,https://www.pefa.org/node/2641
"Sierra Leone GRPFM 2022 /Gender Annex/",National,"Sierra Leone","Sub-Saharan Africa",2022,Final,Public,Yes,"Gender Framework",English,Government,https://www.pefa.org/node/5160
"Sierra Leone Kenema City Council 2010",Subnational,"Sierra Leone","Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,DFID,https://www.pefa.org/node/2626
"Sierra Leone Kono District Council 2010",Subnational,"Sierra Leone","Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,DFID,https://www.pefa.org/node/1251
"Sierra Leone Makeni City Council 2010",Subnational,"Sierra Leone","Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,DFID,https://www.pefa.org/node/2631
"Solomon Islands 2008",National,"Solomon Islands","East Asia & Pacific",2008,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2951
"Solomon Islands 2012",National,"Solomon Islands","East Asia & Pacific",2012,Final,Public,Yes,"2011 Framework",,EU,https://www.pefa.org/node/1696
"South Africa 2008",National,"South Africa","Sub-Saharan Africa",2008,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2986
"South Africa 2014",National,"South Africa","Sub-Saharan Africa",2014,Final,Public,None,"2011 Framework",English,EU,https://www.pefa.org/node/1266
"South Africa City of Johannesburg Metropolitan Municipality 2015",Subnational,"South Africa","Sub-Saharan Africa",2015,Final,Public,Yes,"2011 Framework",English,SECO,https://www.pefa.org/node/896
"South Africa City of Tshwane Metropolitan Municipality 2015",Subnational,"South Africa","Sub-Saharan Africa",2015,Final,Public,Yes,"2011 Framework",,SECO,https://www.pefa.org/node/891
"South Africa Eastern Cape Province 2015",Subnational,"South Africa","Sub-Saharan Africa",2015,Final,Public,None,"2011 Framework",English,Government,https://www.pefa.org/node/956
"South Africa Ekurhuleni Metropolitan Municipality 2015",Subnational,"South Africa","Sub-Saharan Africa",2015,Final,Public,Yes,"2011 Framework",English,SECO,https://www.pefa.org/node/901
"South Africa Free State Province 2014",Subnational,"South Africa","Sub-Saharan Africa",2014,Final,Public,No,"2011 Framework",English,Government,https://www.pefa.org/node/376
"South Africa Gauteng Province 2015",Subnational,"South Africa","Sub-Saharan Africa",2015,Final,Public,No,"2011 Framework",English,Government,https://www.pefa.org/node/951
"South Africa KwaZulu Natal Province 2014",Subnational,"South Africa","Sub-Saharan Africa",2014,Final,Public,No,"2011 Framework",English,Government,https://www.pefa.org/node/371
"South Africa Limpopo Province 2014",Subnational,"South Africa","Sub-Saharan Africa",2014,Final,Public,None,"2011 Framework",English,Government,https://www.pefa.org/node/366
"South Africa Mpumalanga Province 2015",Subnational,"South Africa","Sub-Saharan Africa",2015,Final,Public,No,"2011 Framework",English,Government,https://www.pefa.org/node/946
"South Africa North West Province 2015",Subnational,"South Africa","Sub-Saharan Africa",2015,Final,Public,No,"2011 Framework",English,Government,https://www.pefa.org/node/941
"South Africa Northern Cape Province 2015",Subnational,"South Africa","Sub-Saharan Africa",2015,Final,Public,None,"2011 Framework",English,Government,https://www.pefa.org/node/936
"South Africa Western Cape Province 2014",Subnational,"South Africa","Sub-Saharan Africa",2014,Final,Public,No,"2011 Framework",English,Government,https://www.pefa.org/node/361
"South Sudan 2012",National,"South Sudan","Sub-Saharan Africa",2012,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1666
"South Sudan Jonglei State 2012",Subnational,"South Sudan","Sub-Saharan Africa",2012,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1896
"South Sudan Northern Bahr El Ghazal State 2012",Subnational,"South Sudan","Sub-Saharan Africa",2012,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1891
"South Sudan Unity State 2012",Subnational,"South Sudan","Sub-Saharan Africa",2012,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1886
"South Sudan Western Equatoria 2012",Subnational,"South Sudan","Sub-Saharan Africa",2012,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1881
"Spain Catalonia 2021",Subnational,Spain,"Europe & Central Asia",2021,Final,Public,Yes,"2021 SNG Framework",English,Government,https://www.pefa.org/node/5001
"Sri Lanka 2013",National,"Sri Lanka","South Asia",2013,Final,Non-public,Yes,"2011 Framework",,WB,https://www.pefa.org/node/1386
"St. Helena 2014",National,"St. Helena","Sub-Saharan Africa",2014,Final,Public,"N/A (pre-2012)","2011 Framework",,DFID,https://www.pefa.org/node/1181
"St. Kitts and Nevis 2007",National,"St. Kitts and Nevis","Latin America & Caribbean",2007,Final,Non-public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2286
"St. Kitts and Nevis 2009",National,"St. Kitts and Nevis","Latin America & Caribbean",2009,Final,Non-public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/3141
"St. Kitts and Nevis 2016",National,"St. Kitts and Nevis","Latin America & Caribbean",2016,Draft,Non-public,None,"2011 Framework",,EU,https://www.pefa.org/node/816
"St. Lucia 2006",National,"St. Lucia","Latin America & Caribbean",2006,Final,Non-public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2281
"St. Lucia 2010",National,"St. Lucia","Latin America & Caribbean",2010,Final,Non-public,"N/A (pre-2012)","2011 Framework",,"Government, IMF",https://www.pefa.org/node/2021
"St. Lucia GRPFM 2019",National,"St. Lucia","Latin America & Caribbean",2019,Draft,Non-public,,"Gender Framework",English,WB,https://www.pefa.org/node/4406
"St. Pierre and Miquelon 2008",National,"St. Pierre and Miquelon","North America",2008,Final,Non-public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2241
"St. Pierre and Miquelon 2014",National,"St. Pierre and Miquelon","North America",2014,Draft,Non-public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/1136
"St. Pierre and Miquelon 2022 /AGILE REPORT/",National,"St. Pierre and Miquelon","North America",2022,Final,Public,Yes,"2016 Framework",Français,Government,https://www.pefa.org/node/5033
"St. Vincent and the Grenadines 2006",National,"St. Vincent and the Grenadines","Latin America & Caribbean",2006,Final,Non-public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2276
"St. Vincent and the Grenadines 2012",National,"St. Vincent and the Grenadines","Latin America & Caribbean",2012,Final,Non-public,"N/A (pre-2012)","2011 Framework",,IMF,https://www.pefa.org/node/1526
"St.Lucia 2017",National,"St. Lucia","Latin America & Caribbean",2017,Final,Non-public,None,"2016 Framework",English,"Government, IMF",https://www.pefa.org/node/461
"Sudan 2010",National,Sudan,"Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1876
"Sudan 2021 /AGILE REPORT/",National,Sudan,"Sub-Saharan Africa",2021,Final,Non-public,Yes,"2016 Framework",English,Government,https://www.pefa.org/node/4336
"Suriname 2011",National,Suriname,"Latin America & Caribbean",2011,Draft,Non-public,"N/A (pre-2012)","2011 Framework",,IADB,https://www.pefa.org/node/1936
"Suriname 2016",National,Suriname,"Latin America & Caribbean",2016,Final,Non-public,No,"2011 Framework",,IADB,https://www.pefa.org/node/976
"Suriname 2019",National,Suriname,"Latin America & Caribbean",2019,Final,Non-public,Yes,"2016 Framework",English,"Government, IADB",https://www.pefa.org/node/186
"Switzerland Canton Lucerne 2009",Subnational,Switzerland,"Europe & Central Asia",2009,Final,Public,"N/A (pre-2012)","2011 Framework",,SECO,https://www.pefa.org/node/2811
"Syrian Arab Republic 2006",National,"Syrian Arab Republic","Middle East & North Africa",2006,Final,Non-public,"N/A (pre-2012)","2011 Framework",,IMF,https://www.pefa.org/node/2261
"Tajikistan 2007",National,Tajikistan,"Europe & Central Asia",2007,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2896
"Tajikistan 2012",National,Tajikistan,"Europe & Central Asia",2012,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1626
"Tajikistan 2017",National,Tajikistan,"Europe & Central Asia",2017,Final,Public,No,"2016 Framework",English,"Government, WB",https://www.pefa.org/node/281
"Tajikistan 2022",National,Tajikistan,"Europe & Central Asia",2022,Final,Public,Yes,"2016 Framework",English,"Government, SECO",https://www.pefa.org/node/5068
"Tanzania 2006",National,Tanzania,"Sub-Saharan Africa",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2981
"Tanzania 2009",National,Tanzania,"Sub-Saharan Africa",2009,Final,Non-public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2381
"Tanzania 2010",National,Tanzania,"Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",English,DFID,https://www.pefa.org/node/2581
"Tanzania 2013",National,Tanzania,"Sub-Saharan Africa",2013,Final,Public,Yes,"2011 Framework",,EU,https://www.pefa.org/node/1381
"Tanzania 2017",National,Tanzania,"Sub-Saharan Africa",2017,Final,Public,Yes,"2016 Framework",English,Government,https://www.pefa.org/node/711
"Tanzania 2021",National,Tanzania,"Sub-Saharan Africa",,Planned,Non-public,,"2016 Framework",,Government,https://www.pefa.org/node/5062
"Tanzania Arumeru Local Council 2006",Subnational,Tanzania,"Sub-Saharan Africa",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2756
"Tanzania Bagomoyo Local Council 2006",Subnational,Tanzania,"Sub-Saharan Africa",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2751
"Tanzania Bunda District Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",,KfW,https://www.pefa.org/node/796
"Tanzania Karatu Local Council 2006",Subnational,Tanzania,"Sub-Saharan Africa",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2746
"Tanzania Kasulu District Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/826
"Tanzania Kigoma Ujiji Municipal Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/856
"Tanzania Korogwe Town Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/806
"Tanzania Lindi District Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/906
"Tanzania Longido District Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/866
"Tanzania Mtwara Mikindani Local Council 2006",Subnational,Tanzania,"Sub-Saharan Africa",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2776
"Tanzania Mtwara Mikindani Municipal Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",,KfW,https://www.pefa.org/node/811
"Tanzania Muleba Local Council 2006",Subnational,Tanzania,"Sub-Saharan Africa",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2771
"Tanzania Mvomero District Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/831
"Tanzania Mwanga District Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/801
"Tanzania Mwanza City Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/876
"Tanzania Mwanza Local Council 2006",Subnational,Tanzania,"Sub-Saharan Africa",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2766
"Tanzania Rombo Local Council 2006",Subnational,Tanzania,"Sub-Saharan Africa",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2761
"Tanzania Rorya District Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/881
"Tanzania Sengerema District Council 2016",Subnational,Tanzania,"Sub-Saharan Africa",2016,Final,Public,Yes,"2011 Framework",English,KfW,https://www.pefa.org/node/861
"Tanzania Zanzibar State 2010",Subnational,Tanzania,"Sub-Saharan Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,NORAD,https://www.pefa.org/node/2571
"Tanzania Zanzibar State 2019",Subnational,Tanzania,"Sub-Saharan Africa",2019,Final,Public,Yes,"2016 Framework",English,Government,https://www.pefa.org/node/301
"Thailand 2009",National,Thailand,"East Asia & Pacific",2009,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2341
"The Bahamas 2011",National,"The Bahamas","Latin America & Caribbean",2011,Final,Non-public,"N/A (pre-2012)","2011 Framework",,Government,https://www.pefa.org/node/2146
"The Gambia 2010",National,"The Gambia","Sub-Saharan Africa",2010,Final,Non-public,"N/A (pre-2012)","2011 Framework",,AfDB,https://www.pefa.org/node/2131
"The Gambia 2015",National,"The Gambia","Sub-Saharan Africa",2015,Final,Public,Yes,"2011 Framework",,EU,https://www.pefa.org/node/1291
"Timor Leste 2020",National,Timor-Leste,"East Asia & Pacific",2020,Final,Public,Yes,"2016 Framework",English,"Government, WB",https://www.pefa.org/node/256
"Timor-Leste 2007",National,Timor-Leste,"East Asia & Pacific",2007,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2946
"Timor-Leste 2010",National,Timor-Leste,"East Asia & Pacific",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,IMF,https://www.pefa.org/node/2551
"Timor-Leste 2014",National,Timor-Leste,"East Asia & Pacific",2014,Final,Public,Yes,"2011 Framework",,EU,https://www.pefa.org/node/1176
"Togo 2006",National,Togo,"Sub-Saharan Africa",2006,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2121
"Togo 2009",National,Togo,"Sub-Saharan Africa",2009,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2576
"Togo 2016",National,Togo,"Sub-Saharan Africa",2016,Final,Public,Yes,"2016 Framework",French,EU,https://www.pefa.org/node/691
"Togo 2021",National,Togo,"Sub-Saharan Africa",,Planned,Non-public,None,"2016 Framework",French,"Government, EU",https://www.pefa.org/node/5089
"Togo GRPFM 2021 /Gender Annex/",National,Togo,"Sub-Saharan Africa",,Planned,Non-public,None,"Gender Framework",French,"Government, EU",https://www.pefa.org/node/5090
"Tonga 2007",National,Tonga,"East Asia & Pacific",2007,Final,Non-public,"N/A (pre-2012)","2011 Framework",,AusAID,https://www.pefa.org/node/2336
"Tonga 2010",National,Tonga,"East Asia & Pacific",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,AusAID,https://www.pefa.org/node/2546
"Tonga 2020/AGILE REPORT/",National,Tonga,"East Asia & Pacific",2020,Final,Public,Yes,"2016 Framework",English,"Government, IMF",https://www.pefa.org/node/4116
"Tonga GRPFM 2020",National,Tonga,"East Asia & Pacific",2020,Final,Public,Yes,"Gender Framework",English,IMF,https://www.pefa.org/node/4401
"Trinidad and Tobago 2006",National,"Trinidad and Tobago","Latin America & Caribbean",2006,Final,Non-public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2271
"Trinidad and Tobago 2008",National,"Trinidad and Tobago","Latin America & Caribbean",2008,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2856
"Tunisia 2010",National,Tunisia,"Middle East & North Africa",2010,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/2491
"Tunisia 2016",National,Tunisia,"Middle East & North Africa",2016,Final,Public,Yes,"Testing Framework",French,WB,https://www.pefa.org/node/476
"Tunisia Gabes Municipality 2015",Subnational,Tunisia,"Middle East & North Africa",2015,Final,Public,Yes,"2011 Framework",,WB,https://www.pefa.org/node/821
"Tunisia Gafsa Municipality 2016",Subnational,Tunisia,"Middle East & North Africa",2016,Final,Public,Yes,"2011 Framework",French,WB,https://www.pefa.org/node/911
"Tunisia Kairouan Municipality 2017",Subnational,Tunisia,"Middle East & North Africa",2017,Final,Public,Yes,"2011 Framework",French,WB,https://www.pefa.org/node/761
"Tunisia Kasserine Municipality 2017",Subnational,Tunisia,"Middle East & North Africa",2017,Final,Public,Yes,"2011 Framework",French,WB,https://www.pefa.org/node/766
"Tunisia Sfax Municipality 2015",Subnational,Tunisia,"Middle East & North Africa",2015,Final,Public,Yes,"2011 Framework",French,WB,https://www.pefa.org/node/871
"Tunisia Sousse Municipality 2015",Subnational,Tunisia,"Middle East & North Africa",2015,Final,Public,Yes,"2011 Framework",French,WB,https://www.pefa.org/node/841
"Tunisia Tunis Municipality 2016",Subnational,Tunisia,"Middle East & North Africa",2016,Final,Public,Yes,"2011 Framework",French,WB,https://www.pefa.org/node/791
"Turkey 2009",National,Turkey,"Europe & Central Asia",2009,Final,Non-public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2306
"Turks and Caicos Islands 2012",National,"Turks and Caicos Islands","Latin America & Caribbean",2012,Final,Public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/1841
"Turks and Caicos Islands 2015",National,"Turks and Caicos Islands","Latin America & Caribbean",2015,Final,Non-public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/971
"Turks and Caicos Islands 2020",National,"Turks and Caicos Islands","Latin America & Caribbean",2020,Final,Non-public,Yes,"2016 Framework",,"EU, Government",https://www.pefa.org/node/3986
"Tuvalu 2007",National,Tuvalu,"East Asia & Pacific",2007,Final,Non-public,"N/A (pre-2012)","2011 Framework",,ADB,https://www.pefa.org/node/2331
"Tuvalu 2011",National,Tuvalu,"East Asia & Pacific",2011,Final,Public,"N/A (pre-2012)","2011 Framework",,ADB,https://www.pefa.org/node/1756
"Uganda 20 SNGs 2021",Subnational,Uganda,"Sub-Saharan Africa",,Planned,Non-public,,"2016 Framework",,Government,https://www.pefa.org/node/4958
"Uganda 2006",National,Uganda,"Sub-Saharan Africa",2006,Final,Non-public,"N/A (pre-2012)","2011 Framework",,EU,https://www.pefa.org/node/1731
"Uganda 2008",National,Uganda,"Sub-Saharan Africa",2008,Final,Public,"N/A (pre-2012)","2011 Framework",,Government,https://www.pefa.org/node/2976
"Uganda 2009",National,Uganda,"Sub-Saharan Africa",2009,Final,Public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/2971
"Uganda 2012",National,Uganda,"Sub-Saharan Africa",2012,Final,Public,"N/A (pre-2012)","2011 Framework",,KfW,https://www.pefa.org/node/1701
"Uganda 2017",National,Uganda,"Sub-Saharan Africa",2017,Final,Public,Yes,"2016 Framework",English,Government,https://www.pefa.org/node/706
"Uganda 2021",National,Uganda,"Sub-Saharan Africa",,Planned,Non-public,,"2016 Framework",English,Government,https://www.pefa.org/node/5102
"Uganda Buikwe District 2013",Subnational,Uganda,"Sub-Saharan Africa",2013,Final,Non-public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1521
"Uganda GRPFM 2021/Gender Annex/",National,Uganda,"Sub-Saharan Africa",,Planned,Non-public,,"Gender Framework",English,Government,https://www.pefa.org/node/5101
"Uganda Gulu Municipality 2013",Subnational,Uganda,"Sub-Saharan Africa",2013,Final,Non-public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1516
"Uganda Hoima District 2013",Subnational,Uganda,"Sub-Saharan Africa",2013,Final,Non-public,"N/A (pre-2012)","2011 Framework",,WB,https://www.pefa.org/node/1511
